FID,peilmerk,x_rd,y_rd,nap_hoogte,pub_tekst,muurvlak,x_muur_cm,y_muur_cm,type,meetdatum,orde,geom
nappeilmerken.8990,018B0023,272080.0,549700.0,10.445,BR-WHS TERWALSLAGERBR LANDERMARKEWG 4,NO,22.0,40.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (272080 549700)
nappeilmerken.8991,018B0024,270410.0,548620.0,7.88,STUW IN RUITEN AA N.V. WISCHLUIWG,ZW,105.0,-21.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (270410 548620)
nappeilmerken.8992,018B0027,270180.0,543870.0,10.984,NW LHFD BR IN STEENWG,ZO,-38.0,-14.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (270180 543870)
nappeilmerken.8993,018B0028,273120.0,549300.0,9.537,SCH W-Z WESSINGTANGE,O,-44.0,45.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (273120 549300)
nappeilmerken.8994,018B0029,270240.0,544630.0,10.777,"MR NAAST NW TRAP BIJ BEDIENING BR TER,APELERSL",N,91.0,20.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (270240 544630)
nappeilmerken.8995,018B0030,272044.0,548215.0,8.638,"BOVENKANT STUW NABIJ VEENWG 11,RD=189326-11",NO,-12.0,-13.0,EG,Sun Mar 28 00:00:00 CET 2021,2.0,POINT (272044 548215)
nappeilmerken.8996,018B0031,271980.0,548210.0,9.789,O-VARKENSSCH VEENWG 11 RD=189326-12,O,33.0,47.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (271980 548210)
nappeilmerken.8997,018B0032,271870.0,548070.0,9.871,BDR VEENWG 13,W,66.0,45.0,PM,Sun Mar 28 00:00:00 CET 2021,2.0,POINT (271870 548070)
nappeilmerken.8998,018B0033,272040.0,548210.0,8.201,STUW BIJ VEENWEG 11,Z,360.0,-42.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (272040 548210)
nappeilmerken.8999,018B0034,270720.0,545820.0,9.185,STUW ZO-Z KRUISING VEENWEG/NIEUWEVEENWEG,Z,90.0,-10.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (270720 545820)
nappeilmerken.9000,018B0035,270620.0,544900.0,11.285,SCH BDR VEENWEG 54,Z,-50.0,22.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (270620 544900)
nappeilmerken.9001,018B0036,271950.0,548830.0,9.534,BRD VEENWEG 5,NW,394.0,36.0,PM,Sun Mar 28 00:00:00 CET 2021,2.0,POINT (271950 548830)
nappeilmerken.9002,018C0004,267010.0,525280.0,18.465,"RKK HOOGEWEG 136, L.V.HOOFDINGANG",W,246.0,60.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267010 525280)
nappeilmerken.9003,018C0005,260960.0,526470.0,20.597,BDR VERL.VAART N-Z. 164,ZO,-60.0,80.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260960 526470)
nappeilmerken.9004,018C0007,267040.0,526190.0,17.82,HS KAMERLINGSWIJK 83,O,-216.0,36.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267040 526190)
nappeilmerken.9005,018C0008,267160.0,526860.0,17.946,BDR KAMERLINGSWIJK 16,W,37.0,57.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267160 526860)
nappeilmerken.9006,018C0010,261940.0,527410.0,21.61,TRAFO O-Z VERL. BLADDERSWIJK 15,ZW,-83.0,80.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (261940 527410)
nappeilmerken.9007,018C0011,262750.0,527560.0,21.988,TOREN GK LANGESTRAAT,O,-61.0,90.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262750 527560)
nappeilmerken.9008,018C0016,262960.0,528260.0,22.455,HS BRUGSTRAAT 48,O,-78.0,20.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262960 528260)
nappeilmerken.9009,018C0023,263820.0,531130.0,16.988,TH 7924 O-Z.SCHOLTENSKN,O,82.0,80.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (263820 531130)
nappeilmerken.9010,018C0027,263960.0,532780.0,15.944,TOREN HK KLAZIENAVEEN O-Z.SCHOLTENSKN,N,69.0,38.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (263960 532780)
nappeilmerken.9011,018C0035,264850.0,535670.0,14.598,BRWHS VERL.SCHOLTENSKN 92,O,32.0,29.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264850 535670)
nappeilmerken.9012,018C0042,264800.0,537080.0,13.937,TH KANAAL-B ZZ 1,Z,-64.0,17.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264800 537080)
nappeilmerken.9013,018C0044,265640.0,537300.0,14.43,HS DE RUNDE NZ 21,Z,55.0,55.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (265640 537300)
nappeilmerken.9014,018C0048,262430.0,525270.0,21.567,HS OUDE DORDSEDK 6,O,-315.0,62.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262430 525270)
nappeilmerken.9015,018C0064,262950.0,536520.0,14.321,HS KANAAL-A 104,Z,-36.0,57.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262950 536520)
nappeilmerken.9016,018C0066,260030.0,536160.0,17.37,HS EMMERWEG 29,ZO,-50.0,25.0,PM,Sat Apr 17 00:00:00 CEST 2010,2.0,POINT (260030 536160)
nappeilmerken.9017,018C0078,264250.0,537020.0,14.54,BDR KANAAL 77,Z,445.0,33.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264250 537020)
nappeilmerken.9018,018C0088,266670.0,528020.0,17.748,HS OOSTERDIEP 29,W,95.0,35.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (266670 528020)
nappeilmerken.9019,018C0093,267900.0,535500.0,15.719,BR OOSTELIJKE DOORSNEE,W,18.0,-23.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267900 535500)
nappeilmerken.9020,018C0095,260520.0,535220.0,22.838,BDR SCHANSSTR 167,O,-56.0,28.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260520 535220)
nappeilmerken.9021,018C0096,266750.0,535490.0,15.307,HS WESTELIJKE DOORSNEDE ZZ 45,N,53.0,30.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (266750 535490)
nappeilmerken.9022,018C0097,260499.0,533860.0,22.824,HS SCHANSSTR 131,O,99.0,21.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260499 533860)
nappeilmerken.9023,018C0098,265430.0,535580.0,14.565,HS WESTELIJKE DOORSNEDE WZ 16,Z,-328.0,15.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (265430 535580)
nappeilmerken.9024,018C0106,267540.0,529020.0,17.777,HS LIMIETWG 138,W,-45.0,18.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267540 529020)
nappeilmerken.9025,018C0107,267580.0,530530.0,17.717,HS LIMIETWG 84,W,-54.0,35.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267580 530530)
nappeilmerken.9026,018C0109,260160.0,529310.0,19.833,HS BLADDERSWIJK 56,ZO,109.0,23.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260160 529310)
nappeilmerken.9027,018C0114,261230.0,532840.0,25.243,RK KERK BARGEROOSTERVELD,N,-68.0,97.0,PM,Sat Apr 17 00:00:00 CEST 2010,2.0,POINT (261230 532840)
nappeilmerken.9028,018C0121,268160.0,537010.0,14.622,HS BREDE SLOOTE 15,O,-32.0,14.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (268160 537010)
nappeilmerken.9029,018C0124,260800.0,528610.0,22.889,HS BLADDERSWIJK 104,ZW,132.0,89.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260800 528610)
nappeilmerken.9030,018C0125,266650.0,531050.0,18.033,RK BARGER-COMPASCUUM,W,25.0,81.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (266650 531050)
nappeilmerken.9031,018C0126,266689.0,527460.0,18.278,GK VERLENGDE V. ECHTENSKN N-Z 33,W,18.0,45.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (266689 527460)
nappeilmerken.9032,018C0127,264660.0,527480.0,18.256,HK LANGESTR 205,N,42.0,70.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264660 527480)
nappeilmerken.9033,018C0128,261380.0,526870.0,21.216,HS VAN ECHTENSKN 12,ZO,54.0,25.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (261380 526870)
nappeilmerken.9034,018C0136,260519.0,534643.0,23.809,HS SCHANSSTR 64,W,85.0,35.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260519 534643)
nappeilmerken.9035,018C0137,260990.0,533520.0,23.984,HS ST. GERADUSSTR 196,ZW,267.0,35.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260990 533520)
nappeilmerken.9036,018C0141,263690.0,528910.0,17.751,HS MR. OVINGSTR 68,O,-170.0,84.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (263690 528910)
nappeilmerken.9037,018C0154,264840.0,536310.0,14.175,HS VERLENGDE SCHOLTENSKN 47,O,53.0,7.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264840 536310)
nappeilmerken.9038,018C0155,264895.0,534308.0,15.383,HS VERLENGDE SCHOLTENSKN 94,W,-455.0,53.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264895 534308)
nappeilmerken.9039,018C0156,263919.0,531960.0,15.984,HS VERLENGDE SCHOLTENSKN 30,W,121.0,28.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (263919 531960)
nappeilmerken.9040,018C0158,262930.0,527030.0,20.657,HS DORDSEDK 498,O,-10.0,25.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262930 527030)
nappeilmerken.9041,018C0160,266250.0,535550.0,15.076,LDS VLC W. DOORSNEDE,Z,10.0,25.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (266250 535550)
nappeilmerken.9042,018C0164,267610.0,531430.0,16.932,TRAFO LIMIETWG 49,W,11.0,19.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267610 531430)
nappeilmerken.9043,018C0165,267550.0,527860.0,18.14,SCH BIJ HS 25 A/D BARRIEREWG,W,151.0,58.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267550 527860)
nappeilmerken.9044,018C0170,261300.0,536220.0,13.736,HS KANAAL A N-Z 10,Z,-50.0,10.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (261300 536220)
nappeilmerken.9045,018C0172,263730.0,529590.0,17.147,HS SCHOLTENSKN W-Z 2,O,242.0,20.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (263730 529590)
nappeilmerken.9046,018C0173,260190.0,532770.0,24.469,MACHINEFB KOMAL BV SCHOOLPAD/MEERDK 104,NO,-76.0,12.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260190 532770)
nappeilmerken.9047,018C0174,267600.0,529810.0,17.4,SCH BDR LIMIETWG 107,W,141.0,24.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267600 529810)
nappeilmerken.9048,018C0181,266690.0,527460.0,18.147,"GK VERL. VAN ECHTENSKN N-Z 33, L.V. DEUR",Z,-182.0,30.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (266690 527460)
nappeilmerken.9049,018C0182,264019.0,533370.0,15.455,HS SCHOLTENSKN 93,W,55.0,35.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264019 533370)
nappeilmerken.9050,018C0183,262139.0,536370.0,14.092,HS KANAAL-A 53,Z,33.0,62.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262139 536370)
nappeilmerken.9051,018C0186,267550.0,531000.0,16.536,W-MR SL LIMIETWG,Z,13.0,14.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267550 531000)
nappeilmerken.9052,018C0187,264900.0,533600.0,13.885,STUW NAAST VERL. SCHOLTENKN 109,N,6.0,-6.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264900 533600)
nappeilmerken.9053,018C0188,265800.0,530950.0,15.375,DR O/D POSTWEG NABIJ HS 42,Z,-45.0,-18.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (265800 530950)
nappeilmerken.9054,018C0189,261110.0,535390.0,12.376,DR N-Z 1STE GROENEDK NABIJ T-SPLITSING,,0.0,0.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (261110 535390)
nappeilmerken.9055,018C0190,267910.0,534400.0,14.779,"Z-ZIJDE STUW BREEDE SLOOT 100 M Z.V.,TWEEDE GROENEDK",Z,-52.0,-5.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267910 534400)
nappeilmerken.9056,018C0191,267850.0,532550.0,14.841,"DR IN DAM LIMIETWIJK,NABIJ HS LIMIETWEG 18",,0.0,0.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267850 532550)
nappeilmerken.9057,018C0193,261540.0,527840.0,22.671,HS BLADDERSWIJK 146,ZW,-20.0,24.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (261540 527840)
nappeilmerken.9058,018C0194,267551.0,531000.0,16.426,"BETON VOET V/D SCHAKELKAST V/D SL,LIMIETWG",N,5.0,-6.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267551 531000)
nappeilmerken.9059,018C0196,260170.0,533620.0,25.592,"TRAFO,KUISING SINT GERARDUSSTRAAT - ULLEVI",W,20.0,10.0,PM,Sat Apr 17 00:00:00 CEST 2010,2.0,POINT (260170 533620)
nappeilmerken.9060,018C0197,262179.0,532930.0,14.936,VOORKANT DR ONDER J.A. HARMSENPAD,O,0.0,0.0,PM,Sat Apr 17 00:00:00 CEST 2010,2.0,POINT (262179 532930)
nappeilmerken.9061,018C0198,267960.0,536110.0,13.702,STUW KALKHOVENWIJK WZ,Z,65.0,-10.0,PM,Sat Apr 17 00:00:00 CEST 2010,2.0,POINT (267960 536110)
nappeilmerken.9062,018C0199,262990.0,528700.0,21.584,NO PILAAR VIADUCT A37 BRUGSTRAAT,O,-89.0,28.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262990 528700)
nappeilmerken.9063,018C0200,263810.0,530690.0,15.654,BOUT IN W FUNDERING W.A. SCHOLTENBRUG,Z,-15.0,0.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (263810 530690)
nappeilmerken.9064,018C0201,262220.0,532930.0,15.293,KOP DUIKER SPLITSING TWEEDE GROENEDIJK,O,0.0,0.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262220 532930)
nappeilmerken.9065,018C0202,261150.0,532880.0,24.503,WINKELPAND SPLITTING 51,Z,-11.0,29.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (261150 532880)
nappeilmerken.9066,018C0203,260730.0,532300.0,24.169,TRAFO BARGERWEG 22,ZO,22.0,24.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260730 532300)
nappeilmerken.9067,018C0204,260170.0,533610.0,25.585,TRAFO HOEK ULLEVI EN ST. GERARDUSSTR.,W,20.0,24.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260170 533610)
nappeilmerken.9068,018C0205,260120.0,532950.0,24.349,TRAFO SPORTPARK MEERDIJK,Z,-7.0,25.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260120 532950)
nappeilmerken.9069,018C0206,260140.0,536170.0,16.296,HS EMMERWEG 37,Z,-22.0,15.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (260140 536170)
nappeilmerken.9070,018C0207,264650.0,531170.0,17.398,HS WILLEM ALBERTSVAART NZ 14,W,-640.0,20.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (264650 531170)
nappeilmerken.9071,018C0208,266660.0,528240.0,17.623,NO PILAAR VIADUCT ZWARTEMEER A37,O,-26.0,26.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (266660 528240)
nappeilmerken.9072,018C0209,267840.0,533660.0,16.366,HS ZWARTENBERGERWEG 3,O,43.0,46.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267840 533660)
nappeilmerken.9073,018C0210,267600.0,532110.0,15.744,STUW WESTZIJDE LIMIETWEG NABIJ NR 27,N,10.0,-10.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267600 532110)
nappeilmerken.9074,018C0211,267950.0,536110.0,13.698,STUW OOSTZIJDE KALKOVENWIJK WZ,Z,65.0,-7.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (267950 536110)
nappeilmerken.9075,018C0212,262950.0,526210.0,20.557,SCHR BDR DORDSEDK 77,O,46.0,13.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (262950 526210)
nappeilmerken.9076,018C0213,263610.0,527580.0,17.286,NO LDHFD BR VAN ECHTENSKAN,N,10.0,-6.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (263610 527580)
nappeilmerken.9077,018C0214,265680.0,527450.0,17.036,TH NABIJ EEMSLANDWG 285,O,-10.0,10.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (265680 527450)
nappeilmerken.9078,018C0215,265850.0,525170.0,16.969,BET VT KUNSTWERK,ZO,4.0,-3.0,PM,Tue Apr 29 00:00:00 CEST 2014,2.0,POINT (265850 525170)
nappeilmerken.9079,019A0001,109040.0,512510.0,1.548,HS RIJKSWG 460,NO,144.0,80.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (109040 512510)
nappeilmerken.9080,019A0005,109280.0,512990.0,1.593,RASTERPL NW-Z RIJKSSTRWG HOEK LAARMANSTR,ZO,40.0,27.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (109280 512990)
nappeilmerken.9081,019A0008,109980.0,513950.0,1.54,"HS ZO-Z RW HAARLEM-ALKMAAR:272,HMP 28.6",N,-105.0,45.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (109980 513950)
nappeilmerken.9082,019A0009,105120.0,515000.0,3.781,"TOREN RKK, HEERENWEG 190",W,31.0,41.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (105120 515000)
nappeilmerken.9083,019A0013,105720.0,517680.0,3.992,BDR WOUD EN DUIN HEERENWG 38 BIJ HMP 2.7,O,466.0,10.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (105720 517680)
nappeilmerken.9084,019A0015,106320.0,519980.0,4.822,TRAFO ZEEWG 2,O,-35.0,37.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (106320 519980)
nappeilmerken.9085,019A0016,108330.0,520330.0,1.94,HS HOFLN 20,Z,-29.0,33.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108330 520330)
nappeilmerken.9086,019A0019,108840.0,522600.0,2.549,BDR DUINWG 123,W,27.0,55.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108840 522600)
nappeilmerken.9087,019A0039,105160.0,513610.0,3.954,HS HEERENWG 108,W,-20.0,67.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (105160 513610)
nappeilmerken.9088,019A0055,106939.0,516320.0,0.524,GML N-Z. MEERWG,W,204.0,36.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (106939 516320)
nappeilmerken.9089,019A0071,108110.0,519310.0,-0.627,BINNENWATERLOOP GML W-Z. MEERWG,W,26.0,-21.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (108110 519310)
nappeilmerken.9090,019A0084,109370.0,519350.0,0.382,HS BDR NESDIJK 20,N,-33.0,46.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (109370 519350)
nappeilmerken.9091,019A0085,104070.0,519600.0,7.885,HK BERGEN AAN ZEE (0.32M R.V.DEUR),W,0.0,168.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (104070 519600)
nappeilmerken.9092,019A0089,108240.0,514220.0,0.811,GML BAYERSHOFWG GELIJK MET BVKT. ROLLAAG,NW,-12.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108240 514220)
nappeilmerken.9093,019A0090,109620.0,524580.0,1.456,HTL HOF VAN SCHOORL N9,O,58.0,39.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (109620 524580)
nappeilmerken.9094,019A0095,104920.0,521830.0,4.345,BODEMPUNT 2M N V. 1E ZEEWEG,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (104920 521830)
nappeilmerken.9095,019A0096,105800.0,521770.0,3.459,"BODEMPUNT 2, 1M Z.V. BLIJDENSTEINWG 5",,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (105800 521770)
nappeilmerken.9096,019A0097,106530.0,521880.0,3.414,BODEMPUNT 1 METER N VAN BLIJDENSTEINSWG,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (106530 521880)
nappeilmerken.9097,019A0100,104800.0,519780.0,13.362,"BODEMPUNT 4,5M Z V/D WANDELPAD LANGS,ZEEWG NABIJ HMP 1.7",,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (104800 519780)
nappeilmerken.9098,019A0101,105580.0,520060.0,8.153,"BODEMPUNT 3,2M N V.ZEEWEG",,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (105580 520060)
nappeilmerken.9099,019A0103,103740.0,518890.0,5.124,BODEMPUNT 3,,0.0,0.0,PM,Wed Nov 23 00:00:00 CET 2016,2.0,POINT (103740 518890)
nappeilmerken.9100,019A0104,103610.0,517960.0,5.101,BODEMPUNT 3M W V.WOUDWEG,,0.0,0.0,PM,Wed Nov 23 00:00:00 CET 2016,2.0,POINT (103610 517960)
nappeilmerken.9101,019A0106,104920.0,517640.0,8.62,"BODEMPUNT 1,7M N V. WOUDWEG",,0.0,0.0,PM,Wed Nov 23 00:00:00 CET 2016,2.0,POINT (104920 517640)
nappeilmerken.9102,019A0107,106320.0,516540.0,0.211,SCH BDR DRIEHUIZERWEG 3,Z,478.0,27.0,PM,Wed Nov 23 00:00:00 CET 2016,2.0,POINT (106320 516540)
nappeilmerken.9103,019A0108,107380.0,516840.0,-0.84,TRAFO NAAST BDR HOEVERWG 17,W,-11.0,11.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (107380 516840)
nappeilmerken.9104,019A0109,108940.0,516780.0,-0.759,BDR HOEVERWG 26,N,-1033.0,-5.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108940 516780)
nappeilmerken.9105,019A0112,108100.0,519340.0,-0.009,"ELECTR.GML DAMLANDERPLD,Z-MR BUITENW.LP",ZW,-22.0,-16.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (108100 519340)
nappeilmerken.9106,019A0115,109560.0,516450.0,0.079,VDC MARTEN LUTHER KINGWG,NW,-26.0,-17.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (109560 516450)
nappeilmerken.9107,019A0116,109490.0,522750.0,-0.689,"DR TEUGELN 29, ZW-FRMR",ZW,-75.0,-18.0,PM,Wed Nov 23 00:00:00 CET 2016,2.0,POINT (109490 522750)
nappeilmerken.9108,019A0117,108460.0,522150.0,3.378,GAR.HS DUINWG 66,ZO,-10.0,12.0,PM,Wed Nov 23 00:00:00 CET 2016,2.0,POINT (108460 522150)
nappeilmerken.9109,019A0119,107440.0,521640.0,5.129,POMPGB PWN (L.V. INGANG),N,-32.0,16.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (107440 521640)
nappeilmerken.9110,019A0120,108600.0,518540.0,-0.544,HS BDR GROENE WG 7,Z,-144.0,18.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108600 518540)
nappeilmerken.9111,019A0121,109300.0,518030.0,-0.632,HS GROENE WG 38,N,56.0,25.0,PM,Wed Nov 23 00:00:00 CET 2016,2.0,POINT (109300 518030)
nappeilmerken.9112,019A0122,109700.0,515600.0,1.114,BR I/D PICASSOLN O/D HOEVERVRT N-FRMR,NO,-1630.0,-22.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (109700 515600)
nappeilmerken.9113,019A0123,104500.0,524980.0,9.155,BODEMPUNT 2M O.V. KLINKERWG,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (104500 524980)
nappeilmerken.9114,019A0124,104570.0,524790.0,8.829,BODEMPUNT 2M O.V. KLINKERWG,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (104570 524790)
nappeilmerken.9115,019A0125,104320.0,523960.0,9.101,BODEMPUNT 3M O.V. KLINKERWG,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (104320 523960)
nappeilmerken.9116,019A0126,104650.0,521570.0,5.972,BODEMPUNT 1.8M O.V. RIJWIELPAD,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (104650 521570)
nappeilmerken.9117,019A0127,104580.0,521180.0,4.715,BODEMPUNT 2M W.V. RIJWIELPAD,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (104580 521180)
nappeilmerken.9118,019A0131,105360.0,521860.0,9.358,BODEMPUNT 2.7M W.V. ZANDWG,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (105360 521860)
nappeilmerken.9119,019A0132,106240.0,521880.0,3.033,BODEMPUNT,,0.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (106240 521880)
nappeilmerken.9120,019A0133,108000.0,524460.0,7.783,HS HEEREWG 83,O,-21.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108000 524460)
nappeilmerken.9121,019A0134,108550.0,524170.0,4.311,HS LAANWG 26,N,21.0,14.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108550 524170)
nappeilmerken.9122,019A0135,108950.0,524330.0,2.433,HS 'DE DRIESPRONG' LAANWG 64,N,-20.0,15.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108950 524330)
nappeilmerken.9123,019A0136,108480.0,523280.0,4.095,HS DUINWG 53,ZW,-21.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108480 523280)
nappeilmerken.9124,019A0137,108570.0,520580.0,1.133,WK BREELN 8,W,-21.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108570 520580)
nappeilmerken.9125,019A0139,109850.0,519780.0,0.859,HS KOGENDK 84,O,-10.0,40.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (109850 519780)
nappeilmerken.9126,019A0140,108790.0,519430.0,0.71,"KLOKKENTOREN KLOOSTER 'DE UITHOF' LIJFWG,35, HOEK NESDK",O,18.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (108790 519430)
