,X,Y,2015,2016,2017,2018,2019,2020,2021,2022
75,608561,5752923,44.49736786691936,36.45373102866779,28.74316077441077,47.39955733558179,38.41503372952136,36.17613576473068,37.52492762946285,34.952229972521664
75,608561,5752923,44.49736786691936,36.45373102866779,28.74316077441077,47.39955733558179,38.41503372952136,36.17613576473068,37.52492762946285,50.376302083333336
76,608822,5814553,-44.202473958333336,-44.27452256944444,-46.59288194444444,-45.08962673611112,-44.53580729166666,-44.48518518518519,,
77,609033,5814220,25.32595486111111,10.7265625,7.090277777777778,21.57638888888889,18.38628472222222,21.574722645203398,,
78,611288,5848257,13.94705695868118,6.402215641110014,4.0020683649031135,5.039737898964278,4.4482248520710055,4.288461538461538,,
79,612093,5750138,50.532121724429416,41.97506339814032,32.531065088757394,55.62375819065737,43.95910819949282,40.80443974630021,43.05438747049989,39.287888395688014
80,612111,5729441,63.27298668357641,59.16032551257662,49.067237687366166,63.18704496788008,60.38846031913769,56.91013849244106,61.860851839931335,56.07841893891355
81,615152,5742285,62.41075768783684,54.96217244294167,44.93607354184277,66.27879940815895,56.70530431107354,53.34773879966188,84.85714285714286,66.51540798611111
81,615152,5742285,62.41075768783684,54.96217244294167,44.93607354184277,66.27879940815895,56.70530431107354,53.34773879966188,84.85714285714286,53.20439653350243
82,615985,5887091,12.555015326075468,4.405008453085376,2.275464919695689,9.473000105674734,9.163250211327137,10.201122049327829,5.1531512153151215,3.3483407313464384
83,617115,5810626,-42.01627604166666,-42.331380208333336,-44.61089409722222,-42.967013888888886,-42.26953125,-42.52505446623093,-41.65700913750836,-41.53643680661301
84,617198,5869730,13.736842105263158,5.06561707523246,2.408706677937447,9.68424389728416,10.263313609467456,10.134946634259748,5.577310744156122,3.841893891354893
85,618097,5763189,43.94367081980944,36.22795811518325,27.489702038682697,46.11949356492623,37.853655925489775,35.67633204229038,37.14745308310992,33.43077573451701
86,621708,5762758,55.643880208333336,,,,,,,
87,624049,5878191,18.11033608116677,8.876267962806425,5.959847844463229,13.417371090448013,11.901183682096809,13.666560947246008,8.841218753352644,7.684277261200338
88,626668,5723463,22.7734375,11.74652777777778,6.243706597222222,22.04622395833333,12.219401041666666,-2.5588874402433723,4.714285714285714,5.959635416666667
89,626849,5723496,78.61067708333333,65.26193576388889,41.90776909722222,86.76801215277777,66.96267361111111,60.37228024369016,72.82747324743394,74.64626736111111
90,627246,5756327,77.67628408370324,61.71058748943364,44.40860101437025,93.14856297548606,62.83611580726966,56.65130048636075,61.86914482165879,63.85288522511097
91,627268,5723051,519.3621961805555,519.9147135416666,521.9496527777778,520.3268229166666,518.2078993055555,520.0151909722222,517.5,518.1460503472222
92,629395,5741131,92.98129359543437,79.95054945054945,63.34860813704497,113.64169484361793,80.65419573028957,76.09270613107823,81.60451855836472,77.92244294167371
93,630857,5731615,72.21655782599537,64.31774618220116,51.38062137967352,78.08024431339511,64.36070598182202,61.53790842761976,68.79501504082509,79.85525173611111
93,630857,5731615,72.21655782599537,64.31774618220116,51.38062137967352,78.08024431339511,64.36070598182202,61.53790842761976,68.79501504082509,59.01796280642434
94,632704,5804788,-39.97374131944444,-41.27213541666666,-43.01019965277778,-41.29774305555556,-40.318576388888886,-41.38631921824104,,
95,633923,5804978,-37.22526041666666,-43.24956597222222,-40.60611979166666,-17.240885416666668,-40.45290798611112,-42.50010857763301,-29.0,-34.57269965277778
96,637489,5866613,25.1997463538364,13.939454775993235,12.346649756922426,21.58030431107354,19.42538575354048,19.0220860192328,14.98766094420601,14.566990701606086
97,637624,5866467,-10.15668402777778,-31.28537326388889,-39.132161458333336,0.8231336805555556,-34.49565972222222,-29.21853298611111,,
98,637649,5798188,-41.19965277777778,-42.29557291666666,-43.900607638888886,-41.952473958333336,-40.61979166666666,-41.95939196525516,,
99,637883,5718135,519.1629774305555,519.5177951388889,521.2278645833334,520.3650173611111,518.3205295138889,519.7427142235755,520.2673505019642,518.5614149305555
100,638972,5743176,134.50908898752903,110.72545704322096,86.47654268808115,184.4677658000423,111.68949482139082,104.8109310454401,111.81295511357462,116.906382079459
101,639387,5907253,12.949799196787149,2.409974640743872,1.6024936601859678,7.120245139475909,6.807334601564151,9.157621918967523,3.371284472582895,1.6265849535080303
102,639563,5777881,-39.53862847222222,-40.978732638888886,-42.27582465277778,-41.04926215277778,-39.884765625,-42.1114248479583,,
103,640338,5716508,1255.806640625,1260.9418402777778,1260.1440972222222,1258.9967447916667,1259.4053819444443,1258.6699956578375,,
104,640450,5820450,-31.524121779859485,-38.34276387377584,-38.02712673611112,-12.287977430555555,-37.879123263888886,-36.42336083369518,,
105,640853,5716560,773.0460069444445,772.2936197916666,773.8337673611111,769.5523003472222,768.3645833333334,770.4469334493258,768.1034257036875,768.4828559027778
106,641888,5859906,-12.06450197455024,-33.10752421157189,-39.30671506352087,0.9068888888888887,-33.89846223428313,,,
107,642579,5860301,-10.17527352297593,-31.14064837905237,-37.11178762786167,2.289239662072032,-32.421265141318976,,,
108,643358,5766692,53.785373263888886,57.50694444444444,52.24479166666666,55.40798611111112,55.83572048611112,56.78323510150622,,
109,644977,5765673,-38.85980902777778,-40.69965277777778,-41.70941840277778,-40.314670138888886,-39.17339409722222,-41.99174630755864,,
110,645772,5799411,-37.16189236111112,-43.963107638888886,-41.061848958333336,-17.42990451388889,-40.04166666666666,-43.01107732406603,,
111,646384,5762438,141.3177975058127,104.79279374471682,69.11327134404057,194.92487320371936,103.66391883322764,90.60981556073776,103.52557489791532,114.781910397295
112,646656,5762067,261.8229166666667,293.4724392361111,259.1705729166667,291.2228732638889,295.13563368055554,296.3582479843103,,
113,646713,5733795,95.54669895756555,79.84615384615384,58.08888888888889,111.47546335299072,75.11731135066582,73.90628316705583,89.4201471542956,67.98647506339815
114,647723,5914954,16.96174170365673,5.976437024513948,4.008771929824562,10.688715131022825,9.662227858803636,12.976854787571336,6.389294142887793,4.167582417582418
115,649545,5864798,-6.894836123555765,-84.79950738916256,-38.23957367933272,2.3840371434888348,-31.586021505376344,,,
116,651365,5822570,-21.27486795774648,-29.57476984324459,-37.1720680811378,-8.808996088657105,-34.98582677165354,,,
117,652318,5759061,296.00737847222223,303.2224392361111,258.8782552083333,365.93836805555554,301.37977430555554,299.066652192792,,
118,653131,5707532,1255.9967447916667,1258.2200520833333,1256.156032986111,1262.4147135416667,1260.0279947916667,1258.914422241529,1261.0259315755063,1261.6128472222222
119,653223,5707510,1497.5733506944443,1499.9535590277778,1501.0924479166667,1499.9680989583333,1501.333767361111,1501.2178540399652,1500.6827195467422,1501.121310763889
120,653241,5707542,1498.462890625,1500.484592013889,1500.9401041666667,1499.782986111111,1500.8901909722222,1500.7941176470588,1500.3148834168665,1500.7241753472222
121,654088,5840361,-23.07204861111111,-33.203342013888886,-36.50868055555556,-8.026475694444445,-36.40538194444444,-30.703800217155266,,
122,654340,5840610,-9.331163194444445,-33.443142361111114,-37.78472222222222,1.6586371527777777,-31.01605902777778,-30.28149435273675,,
123,654720,5742862,333.2466187658495,226.58984375,97.68142361111111,483.08094618055554,236.806640625,201.04887054735013,452.57142857142856,303.2838541666667
124,654952,5924030,13.604100612978227,1.5601225697379544,0.6371513102282333,7.457100591715976,5.3093426336926655,9.405668358714044,2.440737959884157,1.7301352493660187
125,656546,5882594,24.58454872120059,12.02916314454776,9.89716761783978,18.780431107354183,17.10558021559924,17.99165169607947,12.236675603217158,10.913355874894336
126,656590,5882495,-1.638671875,-26.69162326388889,-37.40798611111112,5.757161458333333,-32.68598090277778,-22.919053819444443,,
127,659087,5760104,-39.416015625,-41.64344618055556,-42.14995659722222,-40.60026041666666,-39.27408854166666,-42.56382978723404,,
128,659892,5853911,-7.0625,-32.0,-38.21875,2.625,-31.96875,,,
129,661021,5894519,25.3020921386306,12.956360946745562,10.765060240963855,18.562658495350803,17.206087507926444,19.07343617920541,12.622734584450402,11.062764158918004
130,662527,5741266,457.5,347.6551724137931,163.70967741935485,595.483870967742,319.0,296.5,,
131,665110,5822367,-26.682291666666668,-37.66015625,-37.78081597222222,-10.211588541666666,-36.36566840277778,-34.94679695982627,,
132,665121,5822617,-10.838541666666666,-36.59483506944444,-38.61610243055556,-0.1393229166666666,-30.549479166666668,-33.17202432667246,,
133,665123,5760932,414.10698784722223,344.6516927083333,259.10047743055554,556.4861111111111,333.28168402777777,314.02707423580785,,
134,665638,5761099,540.5427517361111,591.513671875,601.4279513888889,578.3053385416666,589.7918836805555,594.6612903225806,,
135,667704,5742667,161.6097304128054,128.6757362355954,83.13377426925538,200.05260911322165,111.87066381156318,116.11105161704862,153.5141018766756,107.9764504388782
136,667719,5854058,-6.440567066521265,-35.674048442906575,-38.49590952839269,10.23182018510357,-27.07144466982195,,,
137,668229,5792743,-33.023654513888886,-42.425998263888886,-39.28190104166666,-14.05230034722222,-36.509765625,-41.30547112462006,,
138,668717,5753246,374.18836805555554,328.75499131944446,257.5501302083333,448.54578993055554,321.6529947916667,307.62587108013935,,
139,668921,5793156,-23.74175347222222,-31.07443576388889,-28.617838541666668,-6.829427083333333,-29.01410590277778,-31.720813292522955,,
140,668937,5752825,595.4444444444445,454.05750868055554,260.5579427083333,760.640625,468.0872395833333,422.9641771602258,469.3046602787456,548.216796875
141,668973,5724806,474.9342447916667,471.52734375,471.5154079861111,470.5295138888889,470.6833767361111,470.0650141335073,,
142,669044,5724751,856.6380208333334,856.4485677083334,857.9976128472222,856.16015625,855.2549913194445,855.5507719069362,856.3389312977099,856.5740017361111
143,669174,5742685,482.4256465517241,489.9220920138889,489.5358072916667,460.1740451388889,489.8986545138889,489.78490648107874,,
144,669207,5724760,857.3559027777778,856.9765625,857.8784722222222,857.1664496527778,855.4811197916666,856.0256187581416,856.9444323382,856.9932725694445
145,672716,5847348,-6.49234135667396,-33.30447558770344,-37.48628666825662,2.937444739168877,-27.98262635379061,,,
146,675232,5720586,856.2029079861111,855.6642795138889,856.2562934027778,855.9299045138889,854.6484375,854.6456163194445,,
147,675338,5720503,1062.0657552083333,1062.0047743055557,1061.228732638889,1061.6412760416667,1060.4173177083333,1056.855623100304,,
148,676846,5744897,515.4325431034483,505.0415948275862,493.2918103448276,536.1413793103449,498.97504340277777,501.9765625,,
149,678104,5758717,642.912109375,619.0160590277778,600.1345486111111,757.6004774305555,609.9884982638889,602.6620330147698,,
150,678882,5832208,-6.465277777777778,-34.24609375,-37.5,3.521701388888889,-28.463975694444443,-29.907037358818418,,
151,679193,5717211,1062.3700086805557,1061.7610677083333,1061.302734375,1061.1703559027778,1059.570529513889,1056.7241753472222,,
152,679278,5717104,1280.0733506944443,1279.5147569444443,1279.634765625,1278.523654513889,1278.2471788194443,1276.510647544546,,
153,680971,5753243,719.76171875,578.6095920138889,370.1736111111111,889.8020833333334,586.8081597222222,535.8399565689468,,
154,682030,5678007,3568.714192708333,3568.189019097222,3568.37890625,3571.548177083333,3571.9435273675067,3568.874510656807,,
155,682593,5712932,1280.406032986111,1279.6171875,1279.843532986111,1279.0980902777778,1278.9789496527778,1276.9242621527778,,
156,682677,5712826,1503.0377604166667,1502.955078125,1501.7269965277778,1501.669921875,1501.939236111111,1501.9022164276405,,
157,682780,5857673,-1.2513020833333333,-31.41883680555556,-37.18836805555556,5.312934027777778,-29.23871527777778,-25.398914223669923,,
158,683322,5923626,24.131248018598757,10.158495350803044,9.69742126400338,15.40934065934066,15.845064468399915,18.446945677446628,11.208386958386958,11.74218089602705
159,684090,5711132,1344.1234809027778,1337.8472222222222,1330.413845486111,1340.794921875,1326.685329861111,1323.8182805036909,1341.0,1327.552951388889
160,684146,5711061,1502.923611111111,1502.8871527777778,1502.472439236111,1502.4207899305557,1502.6937934027778,1502.155449413808,1499.071428571429,1503.14453125
161,685545,5708748,1502.560763888889,1502.675998263889,1502.1586371527778,1502.138454861111,1502.4505208333333,1502.1858541893362,,
162,686975,5705401,1591.96484375,1583.3678385416667,1578.0559895833333,1589.767361111111,1577.9155815972222,1574.3566615953057,1584.9517783111498,1578.7530381944443
163,687166,5703144,2066.431206597222,2066.1076388888887,2065.546875,2067.2994791666665,2067.948567708333,2068.3764654798088,,
164,687811,5699650,2066.170789930556,2065.7237413194443,2064.3650173611118,2067.072699652778,2067.5486111111118,2068.07184718906,2070.5714285714284,2068.861762152778
165,688436,5639314,4031.729310344828,4031.062934027778,4032.6330295138887,4031.485243055556,4031.342664930556,4029.354537559705,4023.428571428572,4031.881051478642
166,688513,5829645,-5.210503472222222,-34.7734375,-38.13932291666666,4.340060763888889,-28.19097222222222,-30.44965277777778,,
167,688703,5640969,3973.989434294519,3896.5828833693295,3706.6427951388887,4028.3188923626617,3833.874503388642,3862.172027972028,4111.692307692308,3908.338975297346
168,688710,5699541,2261.899739583333,2261.893012152778,2262.4192215699063,2260.806206597222,2260.986328125,2261.628478260869,,
169,688785,5739045,574.6849137931034,537.8918103448276,495.5413793103448,632.310775862069,515.5557725694445,523.7676943117673,,
170,688910,5738879,774.2525862068966,785.20703125,634.8135850694445,772.3747829861111,789.8218315972222,787.8099891422366,,
171,689225,5626353,4567.776113013699,4524.748706896552,4427.548491379311,4637.645043103448,4485.674479166667,4503.407552083333,,
172,689322,5639152,4024.08647260274,3966.851939655173,3827.216163793104,4086.634698275862,3928.425347222222,3955.109809027778,,
173,689652,5697401,2260.841796875,2259.661458333333,2259.3908420138887,2258.921440972222,2259.011284722222,2259.760425716768,2262.285714285714,2259.971527928711
174,689753,5697307,2509.7756076388887,2508.6139322916665,2508.3854166666665,2509.1931423611118,2509.8342013888887,2511.2771267361118,2510.4464518937743,2509.997395833333
175,689945,5634420,4433.05926724138,4423.103914359862,4413.880298442907,4459.853062107769,4419.490097932536,4416.291051259774,,
176,690082,5639467,4404.977586206896,4406.913411458333,4412.710069444444,4405.018880208333,4411.383897569444,4405.379557291667,,
177,691010,5692400,2509.292317708333,2508.2400173611118,2508.148003472222,2508.765190972222,2509.461805555556,2508.0818142361118,2509.9551100457616,2509.5081824132662
178,691029,5692257,2707.2282986111118,2708.4830729166665,2708.462239583333,2708.5319010416665,2709.655815972222,2708.312758096066,2706.428571428572,2708.563478260869
179,691216,5642135,4405.087931034483,4406.918402777777,4412.535373263889,4404.831814236111,4410.53515625,4404.796264118158,,
180,691227,5920843,18.486369399830934,3.635672020287405,7.438972841593575,12.566462383770077,12.174239222316146,14.695813068301966,74.5,6.638630600169062
180,691227,5920843,18.486369399830934,3.635672020287405,7.438972841593575,12.566462383770077,12.174239222316146,14.695813068301966,74.5,32.23524305555556
181,691326,5690204,2706.817274305556,2708.103081597222,2707.783637152778,2707.739800347222,2708.7751736111118,2710.7890047805304,2710.38882827842,2707.9769865392964
182,691347,5690062,2863.8439670138887,2864.1451822916665,2863.772786458333,2866.8385416666665,2865.3671875,2866.490668402778,2865.435785807575,2867.2447916666665
183,691409,5815602,-16.303819444444443,-27.13411458333333,-28.235460069444443,-2.0112847222222223,-27.791666666666668,-26.705626765153163,-27.01285683155372,-24.954210069444443
184,691419,5689746,2863.075737847222,2863.4791666666665,2865.1471354166665,2866.0412326388887,2864.5865885416665,2866.048394097222,2865.028515454941,2866.950737847222
185,691684,5645089,3726.18903632804,3684.11789421651,3550.4333767361118,3818.9114583333335,3629.4779668411866,3657.74760034904,3914.857142857143,3708.8240017361113
186,691802,5683735,3360.612196180556,3361.286675347222,3361.279296875,3362.5772569444443,3362.5390625,3361.5076020851434,3361.840052298976,3361.569227430556
187,691899,5683736,3164.100043402778,3171.944661458333,3166.9357638888887,3165.4952256944443,3181.0338541666665,3178.9584511638027,,
188,691997,5650992,3139.824888888889,3029.965150766189,2933.680555555556,3260.600477430556,2980.974175347222,3958.949609035621,4033.0,4030.291883680556
189,692059,5650898,3149.6657777777777,3093.304003954523,2868.148871527778,3281.5440538194443,3017.2701822916665,3053.0942658557774,,
190,692405,5832976,-1.8322482638888888,-31.96636284722222,-36.31141493055556,7.312282986111111,-26.37912326388889,-28.18393051031488,,
191,692540,5760632,794.36328125,685.3335503472222,601.0993923611111,953.7866753472222,663.4644097222222,631.1465479808945,,
192,692863,5829445,1.9264322916666667,-29.62000868055556,-35.073567708333336,15.84223090277778,-23.37348090277778,-25.984565217391303,-9.615384615384617,-9.3195831524099
193,693079,5760970,824.0546875,785.3969184027778,685.2894965277778,959.6985677083334,810.9490017361111,791.4719930525401,,
