,X,Y,NUMERIEKEWAARDE,WAARNEMINGDATUM
300,708498,5752960,1143.0,2021
301,708504,5752920,1153.0,2021
302,709112,5679696,1762.357142857143,2021
303,709204,5838074,-17.189418680600916,2021
304,709275,5750889,1258.0,2021
305,709520,5806431,334.2857142857143,2021
306,709609,5683075,1747.071428571429,2021
307,710122,5767364,971.5714285714286,2021
308,710171,5828276,-5.357142857142857,2021
309,711556,5803627,374.1428571428572,2021
310,712341,5749685,1295.0,2021
311,712485,5922496,93.07142857142856,2021
312,712579,5929214,10.517052767052768,2021
313,712630,5929208,92.28571428571428,2021
314,712781,5808684,296.2857142857143,2021
315,713748,5748949,950.60274270788,2021
316,714404,5715300,1391.2857142857142,2021
317,714790,5767837,877.7857142857143,2021
318,715193,5843888,-17.29788624972761,2021
319,715231,5793662,329.9925909784267,2021
320,716920,5689851,1648.142857142857,2021
321,717185,5691754,1610.642857142857,2021
322,717538,5782864,651.6428571428571,2021
323,717897,5823514,45.15951187622576,2021
324,719860,5695442,1583.142857142857,2021
325,720548,5904933,-53.21428571428572,2021
326,720813,5783644,633.9285714285714,2021
327,721325,5905116,-92.71428571428572,2021
328,721447,5783825,1000.6428571428572,2021
329,724630,5784598,1001.0714285714286,2021
330,724996,5941470,8.376621983914209,2021
331,730761,5824684,285.0,2021
332,732164,5824057,287.0,2021
333,734062,5906552,-84.21428571428571,2021
334,739735,5903670,-93.14285714285714,2021
335,739970,5788881,1002.3917362835856,2021
336,742380,5942689,6.519974635383639,2021
337,743604,5904779,32.92857142857143,2021
338,747296,5808689,1003.5,2021
339,748084,5939666,8.107354184277261,2021
340,749337,5930675,76.92857142857143,2021
341,750329,5836516,915.5532286212914,2021
342,750931,5794734,1003.3231947483588,2021
343,751161,5794894,1607.730953417501,2021
344,753602,5931845,6.591770084911822,2021
345,754198,5929013,7.264213688049774,2021
346,754251,5928910,43.21428571428572,2021
347,754769,5933910,11.54268808114962,2021
348,759505,5795302,1744.1081552551243,2021
349,759525,5795230,1604.071428571429,2021
350,759826,5795192,2508.5,2021
351,760776,5927688,13.295012679628064,2021
352,761474,5915925,27.857142857142858,2021
353,761899,5915790,16.10410635788571,2021
354,761913,5915831,3.071428571428572,2021
355,768379,5916248,16.152789518174135,2021
356,769050,5913460,-2.571428571428572,2021
357,778688,5917896,14.178994082840235,2021
358,780777,5906295,34.22429505736035,2021
359,780831,5906307,-40.642857142857146,2021
